,song_id,song,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1476,1476,good 4 u,0.629,0.649,9.0,0.119,0.294,0.0,0.101,0.685,83.387
1477,1477,New Beginning,0.532,0.696,9.0,0.0256,0.00931,0.000403,0.106,0.816,83.975
1478,1478,We Don't Need Another Hero (Thunderdome),0.69,0.674,8.0,0.047,0.2,0.00648,0.115,0.714,98.85
1479,1479,Rock Your Body,0.892,0.714,4.0,0.141,0.201,0.000234,0.0521,0.817,100.972
1480,1480,Stay With Me,0.479,0.419,0.0,0.0389,0.568,0.000217,0.11,0.186,85.014
1481,1481,One,0.392,0.534,0.0,0.0369,0.245,0.00104,0.155,0.325,181.305
1482,1482,Rehab,0.434,0.872,0.0,0.0702,0.0473,1.83e-06,0.396,0.732,71.515
1483,1483,How to Save a Life,0.64,0.743,10.0,0.0379,0.269,0.0,0.101,0.361,122.035
1484,1484,Impossible,0.741,0.935,9.0,0.0401,0.011,0.00106,0.162,0.928,120.021
1485,1485,Release Me,0.205,0.299,5.0,0.0293,0.839,1.06e-05,0.105,0.275,87.107
1486,1486,Best of You,0.377,0.942,1.0,0.07,0.00092,8.88e-05,0.126,0.348,129.955
1487,1487,Baby I Love You,0.556,0.722,9.0,0.0331,0.485,0.000324,0.142,0.717,109.155
1488,1488,F**kin' Perfect,0.563,0.671,7.0,0.0372,0.0422,0.0,0.36,0.45,91.965
1489,1489,Enjoy the Silence - 2006 - Remaster,0.65,0.777,0.0,0.0272,0.0837,6.32e-05,0.103,0.75,112.93
1490,1490,Love Plus One,0.786,0.517,0.0,0.0445,0.034,0.546,0.0998,0.958,136.923
1491,1491,Nobody I Know - Mono; 2002 Remaster,0.595,0.848,0.0,0.0311,0.717,0.0,0.247,0.801,131.558
1492,1492,"More, More, More",0.663,0.792,0.0,0.0311,0.517,0.000139,0.111,0.847,103.009
1493,1493,The Ghost Inside,0.869,0.7,2.0,0.0419,0.0571,0.414,0.0691,0.983,103.983
1494,1494,Unforgettable - Mariah Carey Acoustic Remix,0.637,0.533,11.0,0.0324,0.689,1.11e-06,0.107,0.661,102.989
1495,1495,Spin the Black Circle - Remastered,0.236,0.99,2.0,0.095,0.00063,0.0586,0.407,0.141,217.913
1496,1496,Collide - Radio Edit,0.595,0.745,6.0,0.0259,0.0717,1.71e-06,0.448,0.459,124.993
1497,1497,Brick by Boring Brick,0.436,0.942,9.0,0.0496,9.56e-05,0.000438,0.209,0.5,164.975
1498,1498,Bigger Than Us,0.322,0.911,11.0,0.0495,0.000118,0.00144,0.0834,0.347,142.663
1499,1499,Silver Lady,0.715,0.494,11.0,0.0294,0.36,9.22e-05,0.0736,0.768,111.268
1500,1500,Iris,0.315,0.715,11.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925
1501,1501,Half-Breed,0.646,0.467,9.0,0.0325,0.524,0.0,0.329,0.877,102.704
1502,1502,Demons,0.505,0.71,3.0,0.0321,0.19,0.00025,0.329,0.428,89.938
1503,1503,Are You Gonna Be My Girl,0.613,0.953,2.0,0.0855,0.00148,0.000582,0.152,0.537,105.046
1504,1504,Hey Paula,0.478,0.336,7.0,0.0285,0.838,0.00336,0.139,0.58,108.975
1505,1505,Waiting for a Star to Fall,0.662,0.844,3.0,0.027,0.145,0.00011,0.137,0.592,116.346
1506,1506,Dammit,0.347,0.975,0.0,0.0845,1.32e-05,0.000167,0.1,0.287,110.487
1507,1507,U Can't Touch This,0.867,0.517,11.0,0.0875,0.00456,0.000339,0.0864,0.866,133.148
1508,1508,Drown (feat. Clinton Kane),0.573,0.739,9.0,0.0581,0.212,0.0,0.175,0.363,120.077
1509,1509,Happenin' All Over Again - Radio,0.617,0.752,8.0,0.0547,0.000957,7.51e-06,0.305,0.856,124.038
1510,1510,Beautiful (feat. Camila Cabello),0.638,0.717,2.0,0.0337,0.346,0.0,0.105,0.249,100.027
1511,1511,Denise,0.532,0.797,7.0,0.0874,0.632,0.0,0.0792,0.901,125.446
1512,1512,So Long,0.556,0.384,0.0,0.0407,0.00697,0.000926,0.0545,0.891,126.841
1513,1513,Holding Back the Years - 2008 Remaster,0.707,0.514,9.0,0.0281,0.58,0.000159,0.0953,0.524,86.035
1514,1514,Whatever It Takes,0.673,0.667,1.0,0.0312,0.0428,0.0,0.127,0.536,134.938
1515,1515,"Where Do I Begin - Love Theme from ""Love Story""",0.259,0.473,6.0,0.0324,0.512,1.5e-06,0.4,0.232,84.897
1516,1516,Susie Darlin,0.53,0.516,9.0,0.0337,0.171,2.36e-05,0.082,0.66,129.982
1517,1517,Sk8er Boi,0.487,0.9,0.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937
1518,1518,Ugly Heart,0.649,0.79,9.0,0.0482,0.0167,0.0,0.255,0.458,124.993
1519,1519,She Wants To Move,0.766,0.851,5.0,0.0786,0.00402,0.000744,0.256,0.8,115.012
1520,1520,Turn Back Time,0.682,0.738,8.0,0.0274,0.149,1.65e-06,0.0692,0.537,103.989
1521,1521,I'm Shakin',0.586,0.781,11.0,0.235,0.0142,0.00105,0.0673,0.755,80.753
1522,1522,Pony Time,0.453,0.609,8.0,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36
1523,1523,All Loved Up,0.565,0.603,9.0,0.177,0.0264,4.02e-05,0.0738,0.171,177.996
1524,1524,Right Here Waiting,0.395,0.252,0.0,0.0301,0.8,0.0,0.101,0.126,177.679
1525,1525,Don't Give Up,0.671,0.283,3.0,0.0508,0.831,0.000818,0.0911,0.331,80.806
1526,1526,Breakeven,0.63,0.696,10.0,0.0242,0.144,0.0,0.0835,0.491,94.034
1527,1527,Born to Be Alive - The Original,0.704,0.868,2.0,0.0315,0.0834,0.0,0.206,0.808,131.468
1528,1528,Nothing Really Matters,0.404,0.225,4.0,0.0363,0.888,0.0,0.111,0.275,135.075
1529,1529,Ready to Go (Get Me Out of My Mind),0.57,0.922,0.0,0.0424,0.000463,0.000188,0.363,0.32,135.01
1530,1530,Seventeen Forever,0.569,0.793,0.0,0.0329,0.00172,0.00054,0.136,0.687,139.979
1531,1531,All For You - Acoustic Version,0.605,0.441,9.0,0.0321,0.876,0.0,0.326,0.688,135.309
1532,1532,How Do You Do!,0.619,0.72,0.0,0.0275,0.0194,1.68e-06,0.218,0.852,120.874
1533,1533,You & Me,0.692,0.645,1.0,0.178,0.0371,0.0,0.186,0.681,85.022
1534,1534,Pamela Pamela,0.508,0.482,6.0,0.0306,0.845,0.000652,0.216,0.851,128.417
1535,1535,EveryTime I Cry,0.727,0.832,9.0,0.0366,0.181,0.0,0.0615,0.213,127.035
1536,1536,Substitute,0.373,0.868,2.0,0.0398,0.245,2.07e-06,0.0743,0.75,135.832
1537,1537,Beautiful Sunday,0.676,0.463,9.0,0.0306,0.309,0.0,0.288,0.91,121.923
1538,1538,The Spartans,0.411,0.667,0.0,0.0403,0.199,0.552,0.21,0.522,143.951
1539,1539,Westside,0.685,0.62,4.0,0.0406,0.19,0.0,0.158,0.372,82.52
1540,1540,Raining In My Heart,0.674,0.113,7.0,0.0353,0.87,0.000387,0.117,0.596,105.159
1541,1541,"Never, Never Gonna Give Ya Up - Long Version",0.583,0.798,2.0,0.0612,0.113,0.0,0.0513,0.96,85.323
1542,1542,My Prerogative,0.758,0.596,9.0,0.0504,0.0605,0.0,0.288,0.645,110.608
1543,1543,Fall Of Rome,0.429,0.718,9.0,0.0352,0.0494,1.84e-06,0.203,0.74,157.417
1544,1544,Right On Track,0.756,0.837,1.0,0.0322,0.0605,5.28e-05,0.0264,0.94,116.985
1545,1545,When Julie Comes Around,0.668,0.447,9.0,0.0374,0.207,0.0,0.0815,0.874,119.317
1546,1546,Stole the Show,0.64,0.635,8.0,0.226,0.271,0.0,0.319,0.475,100.034
1547,1547,Everything Has Changed,0.631,0.475,6.0,0.0283,0.349,2.57e-06,0.336,0.426,80.029
1548,1548,Water Song/Janie's Got A Gun,0.617,0.788,5.0,0.0313,0.0978,0.000251,0.144,0.368,115.532
1549,1549,Concrete And Clay,0.56,0.851,2.0,0.0414,0.0972,0.0,0.0682,0.862,92.652
1550,1550,Circles,0.452,0.718,2.0,0.0294,0.0115,0.00747,0.243,0.223,78.964
1551,1551,1-2-3,0.65,0.691,5.0,0.0409,0.145,0.0,0.305,0.736,126.564
1552,1552,"Let It Go - From ""Frozen""/Soundtrack Version",0.539,0.487,5.0,0.0311,0.546,0.0,0.12,0.37,137.062
1553,1553,Give Me Something,0.576,0.682,1.0,0.055,0.186,0.0,0.0977,0.885,85.98
1554,1554,What To Do,0.728,0.467,5.0,0.0581,0.281,0.0,0.103,0.339,99.914
1555,1555,Take Back The City,0.525,0.949,8.0,0.0579,0.00288,5.44e-06,0.117,0.334,130.115
1556,1556,Lay Down (Candles In The Rain) - Long Version,0.286,0.66,7.0,0.0617,0.112,0.197,0.1,0.66,92.113
1557,1557,Praise You - Radio Edit,0.622,0.884,1.0,0.0467,0.0403,0.371,0.282,0.561,109.722
1558,1558,Big World,0.629,0.559,5.0,0.0761,0.0839,0.0,0.113,0.457,75.888
1559,1559,One Too Many,0.697,0.535,4.0,0.068,0.247,0.0,0.569,0.594,82.959
1560,1560,Lush Life,0.694,0.712,7.0,0.046,0.132,0.0,0.211,0.799,98.023
1561,1561,Another Night,0.812,0.877,7.0,0.0399,0.099,0.00441,0.135,0.885,125.916
1562,1562,Regular Touch,0.617,0.555,8.0,0.132,0.181,5.68e-06,0.111,0.462,93.833
1563,1563,If I Ever Fall In Love,0.631,0.304,10.0,0.0349,0.0949,0.0,0.285,0.183,128.019
1564,1564,The Wonder of You,0.448,0.691,7.0,0.0286,0.286,0.00111,0.945,0.633,88.836
1565,1565,Show Me Love - Radio Version,0.546,0.643,6.0,0.0437,0.0745,0.0,0.213,0.704,181.838
1566,1566,Day 'N' Nite - Crookers Remix,0.756,0.705,11.0,0.0462,0.0326,0.0503,0.0552,0.962,129.993
1567,1567,Been Waiting,0.677,0.684,9.0,0.0428,0.149,0.0,0.0451,0.783,113.996
1568,1568,Sarah,0.632,0.846,8.0,0.0498,0.0337,8.61e-06,0.153,0.502,130.044
1569,1569,Sara,0.741,0.388,10.0,0.031,0.384,0.0235,0.0933,0.589,126.819
1570,1570,Happiness,0.711,0.748,8.0,0.131,0.133,0.0,0.461,0.489,127.99
1571,1571,Believe Me,0.629,0.876,5.0,0.0408,0.129,1.39e-06,0.29,0.645,124.999
1572,1572,One Night In Bangkok - Radio Edit / From “Chess” / Remastered 2016,0.954,0.451,2.0,0.108,0.193,0.00295,0.0637,0.839,108.842
1573,1573,Troglodyte (Cave Man),0.806,0.739,5.0,0.0857,0.00581,0.00498,0.124,0.877,133.465
1574,1574,Catch the Wind,0.385,0.305,3.0,0.0296,0.452,7.69e-06,0.128,0.547,173.377
1575,1575,Wild At Heart,0.463,0.916,8.0,0.0469,0.000258,1.58e-05,0.154,0.294,100.485
1576,1576,Young at Heart,0.493,0.848,6.0,0.0404,0.001,3.21e-05,0.261,0.39,122.525
1577,1577,Say What You Want,0.633,0.841,4.0,0.0706,0.2,0.0,0.396,0.803,95.894
1578,1578,Diamonds,0.634,0.823,2.0,0.0367,0.322,2.53e-05,0.317,0.964,157.878
1579,1579,Creepin' (with The Weeknd & 21 Savage),0.715,0.62,1.0,0.0484,0.417,0.0,0.0822,0.172,97.95
1580,1580,Dangerously,0.696,0.517,2.0,0.0366,0.364,0.0,0.197,0.23,112.291
1581,1581,Watercolour - Full Version; Single,0.421,0.896,5.0,0.103,0.000174,0.039,0.323,0.169,174.065
1582,1582,I Still Haven't Found What I'm Looking For - Remastered 2007,0.565,0.764,1.0,0.0351,0.0139,0.00488,0.079,0.686,100.891
1583,1583,Walk Away,0.125,0.43,0.0,0.0338,0.786,0.000925,0.183,0.308,174.54
1584,1584,Come Together,0.825,0.775,11.0,0.0381,0.112,0.000678,0.0782,0.765,89.601
1585,1585,All I Wanna Do,0.82,0.528,9.0,0.0321,0.111,0.0186,0.257,0.931,120.091
1586,1586,Wildest Dreams,0.554,0.666,8.0,0.0747,0.0702,0.00593,0.106,0.472,140.056
1587,1587,Music To My Heart,0.755,0.796,4.0,0.0505,0.00773,0.00031,0.0502,0.509,116.877
1588,1588,Weapon Of Choice (feat. Bootsy Collins) - Remastered Version,0.62,0.952,8.0,0.0579,0.135,0.788,0.184,0.949,195.926
1589,1589,In the Name of Love,0.501,0.519,4.0,0.0409,0.109,0.0,0.454,0.168,133.99
1590,1590,Take Me To Your Heart - Remastered Version,0.63,0.626,5.0,0.0257,0.0171,0.0334,0.123,0.82,132.648
1591,1591,Tell Me,0.44,0.408,7.0,0.0271,0.729,2.48e-06,0.0881,0.479,102.095
1592,1592,She's Like A Comet,0.463,0.931,6.0,0.0436,7.58e-05,0.000867,0.138,0.585,145.013
1593,1593,Bow Chicka Wow Wow,0.614,0.648,7.0,0.0443,0.408,0.0,0.0523,0.585,73.49
1594,1594,(Baby I've Got You) On My Mind,0.364,0.973,3.0,0.0974,0.00123,0.000129,0.105,0.715,146.566
1595,1595,Dirty Deeds Done Dirt Cheap,0.668,0.906,11.0,0.17,0.214,0.00245,0.135,0.507,135.653
1596,1596,We Think It's Love,0.663,0.596,7.0,0.0295,0.0183,0.0,0.136,0.589,102.062
1597,1597,Selfish,0.718,0.744,6.0,0.234,0.134,0.0,0.273,0.943,99.609
1598,1598,All My Love (Solo Tu),0.218,0.325,9.0,0.0277,0.373,0.0,0.0971,0.559,181.04
1599,1599,Daytrip to Bangor (Single Version) (Day Trip to Bangor - Didn't We Have a Lovely Time),0.703,0.384,9.0,0.0527,0.831,0.0,0.192,0.942,135.111
1600,1600,Rollover DJ,0.488,0.913,0.0,0.0525,0.000321,5.19e-06,0.0976,0.622,133.607
1601,1601,This Heart Attack,0.625,0.813,1.0,0.0428,0.0201,0.0,0.146,0.733,122.017
1602,1602,7 Seconds (feat. Neneh Cherry),0.679,0.659,1.0,0.0269,0.0771,4.12e-06,0.316,0.528,154.171
1603,1603,Don't Wanna Know (feat. Kendrick Lamar),0.775,0.617,7.0,0.0701,0.341,0.0,0.0985,0.485,100.048
1604,1604,Heaven,0.432,0.954,8.0,0.184,0.0345,0.0234,0.288,0.27,106.6
1605,1605,Vasoline,0.297,0.989,10.0,0.111,0.00141,0.000167,0.0911,0.323,168.893
1606,1606,Somethin' Stupid,0.654,0.515,0.0,0.0261,0.429,5.62e-06,0.174,0.677,106.191
1607,1607,The Bad Touch,0.827,0.747,0.0,0.0377,0.00355,0.0253,0.101,0.969,122.984
1608,1608,Ridin' Solo,0.442,0.83,9.0,0.146,0.128,0.0,0.129,0.578,89.338
1609,1609,Freedom of Choice - 2009 Remaster,0.823,0.945,0.0,0.0331,0.284,0.013,0.0702,0.96,140.262
1610,1610,The Orange and the Green,0.789,0.684,3.0,0.0368,0.637,2.01e-06,0.0312,0.965,117.007
1611,1611,Tennessee Flat Top Box - 1988 Version,0.656,0.66,2.0,0.0432,0.268,0.00108,0.133,0.692,97.158
1612,1612,"Sitting, Waiting, Wishing",0.766,0.547,0.0,0.0264,0.229,1.5e-05,0.104,0.556,105.01
1613,1613,Show Me,0.787,0.874,8.0,0.0717,0.044,0.0,0.329,0.959,133.984
1614,1614,My Hero,0.364,0.925,4.0,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981
1615,1615,We've Only Just Begun,0.303,0.653,11.0,0.0397,0.427,0.0,0.126,0.176,173.909
1616,1616,Bless My Soul,0.135,0.968,8.0,0.147,4.82e-05,1.5e-05,0.284,0.275,215.537
1617,1617,Cigarettes Will Kill You,0.709,0.613,8.0,0.0279,0.0424,0.00184,0.0777,0.533,114.948
1618,1618,Rain,0.592,0.642,10.0,0.026,0.0883,0.00134,0.131,0.16,92.419
1619,1619,Hush Hush; Hush Hush / I Will Survive - Medley,0.613,0.778,10.0,0.0689,0.0985,0.0,0.356,0.626,129.483
1620,1620,Rosanna,0.365,0.513,7.0,0.0357,0.0208,0.000147,0.205,0.739,80.647
1621,1621,S Club Party,0.643,0.879,6.0,0.0435,0.0681,0.0,0.313,0.774,101.984
1622,1622,At My Best (feat. Hailee Steinfeld),0.531,0.784,7.0,0.219,0.00231,0.00013,0.238,0.214,169.862
1623,1623,Take It Home,0.683,0.834,0.0,0.0382,0.0235,0.0,0.098,0.797,130.043
1624,1624,Take Cover,0.618,0.585,5.0,0.0465,0.08,0.0,0.0947,0.138,131.859
1625,1625,Kiss Me Now,0.54,0.704,0.0,0.038,0.0837,7.12e-05,0.474,0.876,91.392
1626,1626,Surfin' USA,0.572,0.646,7.0,0.0461,0.0183,0.0,0.0969,0.971,158.103
1627,1627,Dumb Things - triple j Like A Version,0.593,0.704,9.0,0.139,0.202,0.0,0.0997,0.255,130.044
1628,1628,Something So Strong,0.573,0.886,7.0,0.0459,0.0914,4.41e-05,0.0718,0.682,119.827
1629,1629,Starving,0.636,0.633,4.0,0.126,0.371,0.0,0.102,0.512,99.721
1630,1630,I Don't Want You Back,0.817,0.639,0.0,0.0548,0.0991,0.000176,0.0401,0.522,68.511
1631,1631,Bittersweet Goodbyes,0.594,0.603,6.0,0.0504,0.137,1.21e-05,0.765,0.498,139.943
1632,1632,On My Way,0.57,0.821,4.0,0.0574,0.257,0.0,0.104,0.534,138.024
1633,1633,Feel like Makin' Love - 2015 Remaster,0.534,0.546,7.0,0.031,0.347,0.0036,0.633,0.762,85.357
1634,1634,Lego House,0.592,0.637,11.0,0.0992,0.562,0.0,0.13,0.565,159.701
1635,1635,Little Shocks,0.482,0.939,11.0,0.133,0.00428,0.00437,0.102,0.358,91.929
1636,1636,Keep Your Head Up,0.671,0.773,0.0,0.0373,0.0455,0.0,0.0876,0.758,90.012
1637,1637,All Day and All of the Night,0.551,0.86,7.0,0.0796,0.262,4.57e-06,0.0558,0.723,136.921
1638,1638,Broken Leg,0.537,0.828,2.0,0.0547,0.11,0.0,0.379,0.612,142.973
1639,1639,Running,0.395,0.717,6.0,0.0314,0.00149,0.0015,0.0484,0.265,139.987
1640,1640,The End of the World,0.232,0.216,10.0,0.0314,0.936,4.93e-06,0.246,0.432,94.268
1641,1641,Kiss from a Rose,0.584,0.533,10.0,0.0305,0.684,0.0,0.306,0.224,131.745
1642,1642,GIRL LIKE ME,0.965,0.485,2.0,0.191,0.0206,0.0237,0.0655,0.312,124.025
1643,1643,no tears left to cry,0.703,0.696,0.0,0.0529,0.0375,5.65e-06,0.274,0.366,121.969
1644,1644,Don't You Remember,0.643,0.4,3.0,0.0304,0.214,0.0,0.0866,0.226,115.023
1645,1645,My Completeness,0.412,0.912,2.0,0.0526,0.0242,0.0,0.177,0.38,159.618
1646,1646,Hot Chilli Woman,0.448,0.982,9.0,0.0628,0.000996,0.0048,0.191,0.387,157.086
1647,1647,Kashmir - 1990 Remaster,0.48,0.536,2.0,0.0427,0.488,4.22e-05,0.155,0.581,80.617
1648,1648,Summer Love,0.448,0.82,5.0,0.033,0.2,0.00387,0.138,0.613,130.857
1649,1649,Sunroof,0.768,0.714,10.0,0.0401,0.352,0.0,0.15,0.842,131.443
1650,1650,Your Love,0.555,0.757,1.0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
1651,1651,Trouble Trouble,0.69,0.985,8.0,0.109,0.129,0.0,0.152,0.634,127.971
1652,1652,Big Plans,0.693,0.604,11.0,0.0427,0.0668,0.0,0.114,0.651,75.014
1653,1653,Waiting On the World to Change,0.578,0.756,2.0,0.115,0.157,0.000232,0.249,0.663,176.739
1654,1654,Following the Sun,0.734,0.828,6.0,0.033,0.398,0.0225,0.136,0.717,127.023
1655,1655,When The War Is Over,0.562,0.661,9.0,0.0246,0.0762,0.0,0.071,0.455,92.836
1656,1656,Pink Houses,0.635,0.795,7.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23
1657,1657,Cheerleader - Felix Jaehn Remix Radio Edit,0.777,0.663,4.0,0.0305,0.146,1.52e-05,0.174,0.614,118.016
1658,1658,From New York to L.A. - Radio Edit,0.549,0.687,2.0,0.0444,0.156,0.0,0.684,0.665,127.05
1659,1659,Love Will Never Do (Without You) - Single Version,0.735,0.972,1.0,0.038,0.0659,0.00526,0.143,0.553,103.193
1660,1660,Magic (feat. Rivers Cuomo),0.549,0.932,8.0,0.343,0.0127,0.0,0.347,0.787,82.439
1661,1661,Party In The U.S.A.,0.652,0.698,10.0,0.042,0.00112,0.000115,0.0886,0.47,96.021
1662,1662,Ana's Song (Open Fire),0.395,0.648,9.0,0.027,0.0407,8.25e-05,0.0868,0.246,80.286
1663,1663,Fever,0.868,0.693,6.0,0.181,0.0597,0.00399,0.106,0.396,114.999
1664,1664,The Millennium Prayer,0.252,0.536,2.0,0.037,0.298,0.0,0.102,0.0395,186.329
1665,1665,If You're Over Me,0.647,0.853,8.0,0.0904,0.0615,0.0,0.062,0.618,103.846
1666,1666,I Have Nothing,0.541,0.401,0.0,0.0365,0.576,0.0,0.164,0.24,152.943
1667,1667,Locked Away (feat. Adam Levine),0.508,0.677,1.0,0.0656,0.328,0.0,0.0491,0.575,121.928
1668,1668,Bubbly,0.688,0.477,9.0,0.036,0.594,0.0,0.115,0.257,127.866
1669,1669,Here I Am,0.377,0.453,10.0,0.026,0.106,0.000811,0.217,0.228,80.047
1670,1670,The Boys Light Up - Remastered,0.616,0.949,11.0,0.0369,0.0852,5.75e-05,0.519,0.7,97.859
1671,1671,Your Body Is a Weapon,0.504,0.945,0.0,0.0678,0.000602,0.0,0.174,0.355,104.383
1672,1672,Stronger,0.707,0.923,11.0,0.0521,0.128,0.000437,0.273,0.842,108.049
1673,1673,Hot In The City,0.66,0.897,5.0,0.0257,0.00316,2.25e-05,0.116,0.67,111.193
1674,1674,I Know Where It's At,0.684,0.737,6.0,0.053,0.0221,3.85e-06,0.154,0.712,97.472
1675,1675,Caught Up,0.817,0.806,6.0,0.0623,0.027,9e-06,0.119,0.805,110.086
1676,1676,Atlantis,0.291,0.313,0.0,0.0347,0.177,0.000552,0.0828,0.341,77.893
1677,1677,Miss Sarajevo,0.217,0.451,4.0,0.0293,0.157,0.804,0.339,0.161,99.821
1678,1678,"Yummy, Yummy, Yummy",0.7,0.718,0.0,0.0296,0.592,0.0022,0.0999,0.967,131.48
1679,1679,Pray,0.538,0.945,7.0,0.0699,0.0774,1.52e-06,0.375,0.506,103.557
1680,1680,Calling All Angels,0.454,0.839,3.0,0.0441,0.0746,0.0,0.279,0.529,166.166
1681,1681,Dirty Talk,0.689,0.789,11.0,0.0342,0.0342,0.00129,0.104,0.895,130.01
1682,1682,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.601,0.794,7.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066
1683,1683,Burn,0.559,0.777,1.0,0.0432,0.31,0.0,0.105,0.329,87.016
1684,1684,My Thing,0.747,0.699,10.0,0.0269,0.324,0.177,0.154,0.599,116.017
1685,1685,Talk It Over,0.835,0.381,10.0,0.0307,0.695,3.31e-06,0.0648,0.78,95.082
1686,1686,I've Got a Little Something for You,0.66,0.869,7.0,0.0399,0.0652,0.0,0.339,0.737,101.829
1687,1687,Too Much (feat. Usher),0.712,0.891,6.0,0.0401,0.00415,0.0,0.258,0.735,126.012
1688,1688,Gone Away - 1997,0.45,0.945,3.0,0.0806,0.012,0.00687,0.0683,0.294,111.342
1689,1689,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,0.722,0.882,2.0,0.0348,0.0354,0.0496,0.119,0.921,136.299
1690,1690,Peaches,0.417,0.849,1.0,0.0481,0.0146,0.000387,0.0673,0.594,94.267
1691,1691,Sunset,0.818,0.373,9.0,0.0564,0.65,0.0,0.379,0.89,107.009
1692,1692,These Days,0.156,0.446,9.0,0.033,0.0368,0.0128,0.161,0.0942,83.806
1693,1693,A Life To Remember,0.647,0.605,7.0,0.0368,0.654,0.103,0.0963,0.184,173.997
1694,1694,Elenore,0.63,0.625,4.0,0.0375,0.6,1.52e-05,0.24,0.887,122.504
1695,1695,Girlfriend - Radio Edit,0.551,0.964,7.0,0.114,0.00104,0.000253,0.245,0.668,163.965
1696,1696,I Love You,0.668,0.611,6.0,0.0378,0.0811,0.0,0.323,0.531,98.018
1697,1697,I Only Want To Be With You - Mono,0.585,0.759,7.0,0.0295,0.0867,0.0,0.07,0.945,132.913
1698,1698,The Return Of The Red Baron,0.652,0.778,10.0,0.127,0.639,0.0,0.173,0.825,134.621
1699,1699,Song 2,0.658,0.709,8.0,0.0904,0.00188,0.00447,0.0657,0.855,129.701
1700,1700,Blow Me (One Last Kiss) - Radio Edit,0.593,0.921,7.0,0.0414,0.000202,0.0,0.358,0.722,114.016
1701,1701,Suga Suga,0.662,0.748,5.0,0.268,0.688,8.43e-06,0.0841,0.535,82.331
1702,1702,Don't Think I'm Not,0.859,0.622,11.0,0.0445,0.0661,0.0,0.0394,0.433,134.007
1703,1703,Mashed Potato,0.282,0.697,9.0,0.0378,0.763,5.46e-05,0.242,0.646,145.258
1704,1704,Long Road To Ruin,0.401,0.888,0.0,0.0401,0.000367,0.0,0.12,0.365,146.781
1705,1705,Stand By Your Man - Official Audio,0.563,0.331,9.0,0.0283,0.776,0.000846,0.125,0.608,105.779
1706,1706,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0.456,0.863,3.0,0.0894,0.133,0.0538,0.0553,0.532,135.962
1707,1707,Universally Speaking,0.558,0.924,2.0,0.0367,0.0887,0.00326,0.263,0.344,117.111
1708,1708,Can't Rely on You,0.844,0.794,1.0,0.0463,0.0943,0.000198,0.0442,0.75,115.016
1709,1709,Waking Up In Vegas,0.524,0.878,5.0,0.0346,0.0012,0.0,0.098,0.59,130.989
1710,1710,Alive,0.284,0.875,11.0,0.0422,0.00752,0.000461,0.402,0.595,75.009
1711,1711,Sweet Talk,0.696,0.719,11.0,0.0396,0.012,0.000326,0.219,0.671,114.932
1712,1712,Only Wanna Be With You,0.49,0.873,6.0,0.0355,0.107,5.19e-06,0.118,0.513,103.272
1713,1713,Mr. Jones,0.578,0.817,0.0,0.0363,0.183,3.06e-06,0.285,0.726,141.621
1714,1714,Don't Cha,0.875,0.631,1.0,0.099,0.00542,2.54e-06,0.127,0.549,120.002
1715,1715,Song for Suzy,0.605,0.498,2.0,0.0315,0.288,0.147,0.0812,0.665,92.001
1716,1716,Sirens,0.525,0.846,3.0,0.0281,0.00289,1.45e-05,0.142,0.507,155.028
1717,1717,Could It Be Forever - remastered,0.365,0.295,1.0,0.0264,0.597,2.77e-05,0.183,0.341,87.295
1718,1718,Are You Old Enough,0.701,0.427,2.0,0.0407,0.559,1.19e-06,0.055,0.662,122.926
1719,1719,Summer Rain,0.72,0.839,5.0,0.0315,0.0437,2.78e-06,0.111,0.941,128.862
1720,1720,London Bridge,0.77,0.604,1.0,0.356,0.199,0.0,0.208,0.65,90.937
1721,1721,Gotta Get Thru This - Radio Edit,0.844,0.721,7.0,0.0638,0.0259,9e-05,0.0796,0.903,133.622
1722,1722,What Lovers Do (feat. SZA),0.796,0.606,5.0,0.0657,0.0767,2.99e-06,0.0863,0.42,110.007
1723,1723,Truly,0.366,0.238,1.0,0.0381,0.646,1e-05,0.0876,0.131,68.362
1724,1724,O.P.P.,0.856,0.91,4.0,0.081,0.0308,7.87e-06,0.14,0.76,97.755
1725,1725,Light My Fire,0.479,0.546,4.0,0.035,0.708,0.031,0.35,0.761,108.372
1726,1726,"Gee Whiz, Look at His Eyes",0.228,0.358,5.0,0.0306,0.582,2.84e-06,0.129,0.324,179.652
1727,1727,Walk On The Wild Side,0.379,0.417,5.0,0.0391,0.476,0.0816,0.109,0.504,69.016
1728,1728,True Colours,0.547,0.22,0.0,0.037,0.635,0.0,0.0811,0.273,173.756
1729,1729,Good as Hell (feat. Ariana Grande) - Remix,0.668,0.892,5.0,0.0645,0.298,0.0,0.735,0.478,95.927
